TOP.5fa21a5f.00008b1c	START
TOP.5fa31530.0000a9d8	user_options->kernel_threads	0
TOP.5fa31530.0000a9d8	user_options->keyspace	0
TOP.5fa31530.0000a9d8	user_options->left	0
TOP.5fa31530.0000a9d8	user_options->logfile_disable	0
TOP.5fa31530.0000a9d8	user_options->loopback	0
TOP.5fa31530.0000a9d8	user_options->machine_readable	0
TOP.5fa31530.0000a9d8	user_options->markov_classic	0
TOP.5fa31530.0000a9d8	user_options->markov_disable	0
TOP.5fa31530.0000a9d8	user_options->markov_threshold	256
TOP.5fa31530.0000a9d8	user_options->backend_info	0
TOP.5fa31530.0000a9d8	user_options->backend_vector_width	0
TOP.5fa31530.0000a9d8	user_options->optimized_kernel_enable	0
TOP.5fa31530.0000a9d8	user_options->outfile_autohex	1
TOP.5fa31530.0000a9d8	user_options->outfile_check_timer	5
TOP.5fa31530.0000a9d8	user_options->outfile_format	3
TOP.5fa31530.0000a9d8	user_options->wordlist_autohex_disable	0
TOP.5fa31530.0000a9d8	user_options->potfile_disable	0
TOP.5fa31530.0000a9d8	user_options->progress_only	0
TOP.5fa31530.0000a9d8	user_options->quiet	0
TOP.5fa31530.0000a9d8	user_options->remove	0
TOP.5fa31530.0000a9d8	user_options->remove_timer	60
TOP.5fa31530.0000a9d8	user_options->restore	0
TOP.5fa31530.0000a9d8	user_options->restore_disable	0
TOP.5fa31530.0000a9d8	user_options->restore_timer	60
TOP.5fa31530.0000a9d8	user_options->rp_files_cnt	0
TOP.5fa31530.0000a9d8	user_options->rp_gen	0
TOP.5fa31530.0000a9d8	user_options->rp_gen_func_max	4
TOP.5fa31530.0000a9d8	user_options->rp_gen_func_min	1
TOP.5fa31530.0000a9d8	user_options->rp_gen_seed	0
TOP.5fa31530.0000a9d8	user_options->runtime	0
TOP.5fa31530.0000a9d8	user_options->scrypt_tmto	0
TOP.5fa31530.0000a9d8	user_options->segment_size	33554432
TOP.5fa31530.0000a9d8	user_options->self_test_disable	0
TOP.5fa31530.0000a9d8	user_options->slow_candidates	0
TOP.5fa31530.0000a9d8	user_options->show	0
TOP.5fa31530.0000a9d8	user_options->speed_only	0
TOP.5fa31530.0000a9d8	user_options->spin_damp	0
TOP.5fa31530.0000a9d8	user_options->status	0
TOP.5fa31530.0000a9d8	user_options->status_json	0
TOP.5fa31530.0000a9d8	user_options->status_timer	10
TOP.5fa31530.0000a9d8	user_options->stdout_flag	0
TOP.5fa31530.0000a9d8	user_options->usage	0
TOP.5fa31530.0000a9d8	user_options->username	0
TOP.5fa31530.0000a9d8	user_options->veracrypt_pim_start	485
TOP.5fa31530.0000a9d8	user_options->veracrypt_pim_stop	485
TOP.5fa31530.0000a9d8	user_options->version	0
TOP.5fa31530.0000a9d8	user_options->workload_profile	2
TOP.5fa31530.0000a9d8	user_options->brain_client	0
TOP.5fa31530.0000a9d8	user_options->brain_client_features	2
TOP.5fa31530.0000a9d8	user_options->brain_server	0
TOP.5fa31530.0000a9d8	user_options->brain_server_timer	300
TOP.5fa31530.0000a9d8	user_options->brain_port	6863
TOP.5fa31530.0000a9d8	user_options->brain_session	0
TOP.5fa31530.0000a9d8	hashes->hashfile	C:\Users\Sebastián\Desktop\T4Cracker\archivos_hash\archivo_1
TOP.5fa31530.0000a9d8	hashes->hashlist_mode	5
TOP.5fa31530.0000a9d8	hashes->hashlist_format	0
TOP.5fa31530.0000a9d8	hashes->hashes_cnt	0
TOP.5fa31530.0000a9d8	hashes->digests_cnt	1000
TOP.5fa31530.0000a9d8	hashes->digests_done	0
TOP.5fa31530.0000a9d8	hashes->salts_cnt	1
TOP.5fa31530.0000a9d8	hashes->salts_done	0
TOP.5fa31530.0000a9d8	SUB.5fa31530.0006a69e	START
TOP.5fa31530.0000a9d8	SUB.5fa31530.0006a69e	straight_ctx->dict	C:\Users\Sebastián\Desktop\T4Cracker\diccionarios\diccionario_2.dict
TOP.5fa31530.0000a9d8	SUB.5fa31530.0006a69e	runtime_start	1604523312
TOP.5fa31530.0000a9d8	SUB.5fa31530.0006a69e	runtime_stop	1604523317
TOP.5fa31530.0000a9d8	SUB.5fa31530.0006a69e	status-after-work	6
TOP.5fa31530.0000a9d8	SUB.5fa31530.0006a69e	STOP
TOP.5fa31530.0000a9d8	proc_start	1604523312
TOP.5fa31530.0000a9d8	proc_stop	1604523319
TOP.5fa31530.0000a9d8	STOP
TOP.5fa315d9.000e0518	START
TOP.5fa315d9.000e0518	folder_config->cwd	C:\Users\Sebastián\Desktop\T4Cracker\hashcat-6.1.1
TOP.5fa315d9.000e0518	folder_config->install_dir	.
TOP.5fa315d9.000e0518	folder_config->profile_dir	.
TOP.5fa315d9.000e0518	folder_config->session_dir	.
TOP.5fa315d9.000e0518	folder_config->shared_dir	.
TOP.5fa315d9.000e0518	user_options->separator	:
TOP.5fa315d9.000e0518	user_options->encoding_from	utf-8
TOP.5fa315d9.000e0518	user_options->encoding_to	utf-8
TOP.5fa315d9.000e0518	user_options->outfile	C:\Users\Sebastián\Desktop\T4Cracker\exports\outfile_archivo_1
TOP.5fa315d9.000e0518	user_options->rule_buf_l	:
TOP.5fa315d9.000e0518	user_options->rule_buf_r	:
TOP.5fa315d9.000e0518	user_options->session	hashcat
TOP.5fa315d9.000e0518	user_options->limit	0
TOP.5fa315d9.000e0518	user_options->skip	0
TOP.5fa315d9.000e0518	user_options->attack_mode	0
TOP.5fa315d9.000e0518	user_options->benchmark	0
TOP.5fa315d9.000e0518	user_options->benchmark_all	0
TOP.5fa315d9.000e0518	user_options->bitmap_max	18
TOP.5fa315d9.000e0518	user_options->bitmap_min	16
TOP.5fa315d9.000e0518	user_options->debug_mode	0
TOP.5fa315d9.000e0518	user_options->example_hashes	0
TOP.5fa315d9.000e0518	user_options->force	0
TOP.5fa315d9.000e0518	user_options->hwmon_disable	0
TOP.5fa315d9.000e0518	user_options->hwmon_temp_abort	90
TOP.5fa315d9.000e0518	user_options->hash_mode	0
TOP.5fa315d9.000e0518	user_options->hex_charset	0
TOP.5fa315d9.000e0518	user_options->hex_salt	0
TOP.5fa315d9.000e0518	user_options->hex_wordlist	0
TOP.5fa315d9.000e0518	user_options->hook_threads	8
TOP.5fa315d9.000e0518	user_options->increment	0
TOP.5fa315d9.000e0518	user_options->increment_max	256
TOP.5fa315d9.000e0518	user_options->increment_min	1
TOP.5fa315d9.000e0518	user_options->keep_guessing	0
TOP.5fa315d9.000e0518	user_options->kernel_accel	0
TOP.5fa315d9.000e0518	user_options->kernel_loops	0
TOP.5fa315d9.000e0518	user_options->kernel_threads	0
TOP.5fa315d9.000e0518	user_options->keyspace	0
TOP.5fa315d9.000e0518	user_options->left	0
TOP.5fa315d9.000e0518	user_options->logfile_disable	0
TOP.5fa315d9.000e0518	user_options->loopback	0
TOP.5fa315d9.000e0518	user_options->machine_readable	0
TOP.5fa315d9.000e0518	user_options->markov_classic	0
TOP.5fa315d9.000e0518	user_options->markov_disable	0
TOP.5fa315d9.000e0518	user_options->markov_threshold	256
TOP.5fa315d9.000e0518	user_options->backend_info	0
TOP.5fa315d9.000e0518	user_options->backend_vector_width	0
TOP.5fa315d9.000e0518	user_options->optimized_kernel_enable	0
TOP.5fa315d9.000e0518	user_options->outfile_autohex	1
TOP.5fa315d9.000e0518	user_options->outfile_check_timer	5
TOP.5fa315d9.000e0518	user_options->outfile_format	3
TOP.5fa315d9.000e0518	user_options->wordlist_autohex_disable	0
TOP.5fa315d9.000e0518	user_options->potfile_disable	0
TOP.5fa315d9.000e0518	user_options->progress_only	0
TOP.5fa315d9.000e0518	user_options->quiet	0
TOP.5fa315d9.000e0518	user_options->remove	0
TOP.5fa315d9.000e0518	user_options->remove_timer	60
TOP.5fa315d9.000e0518	user_options->restore	0
TOP.5fa315d9.000e0518	user_options->restore_disable	0
TOP.5fa315d9.000e0518	user_options->restore_timer	60
TOP.5fa315d9.000e0518	user_options->rp_files_cnt	0
TOP.5fa315d9.000e0518	user_options->rp_gen	0
TOP.5fa315d9.000e0518	user_options->rp_gen_func_max	4
TOP.5fa315d9.000e0518	user_options->rp_gen_func_min	1
TOP.5fa315d9.000e0518	user_options->rp_gen_seed	0
TOP.5fa315d9.000e0518	user_options->runtime	0
TOP.5fa315d9.000e0518	user_options->scrypt_tmto	0
TOP.5fa315d9.000e0518	user_options->segment_size	33554432
TOP.5fa315d9.000e0518	user_options->self_test_disable	0
TOP.5fa315d9.000e0518	user_options->slow_candidates	0
TOP.5fa315d9.000e0518	user_options->show	0
TOP.5fa315d9.000e0518	user_options->speed_only	0
TOP.5fa315d9.000e0518	user_options->spin_damp	0
TOP.5fa315d9.000e0518	user_options->status	0
TOP.5fa315d9.000e0518	user_options->status_json	0
TOP.5fa315d9.000e0518	user_options->status_timer	10
TOP.5fa315d9.000e0518	user_options->stdout_flag	0
TOP.5fa315d9.000e0518	user_options->usage	0
TOP.5fa315d9.000e0518	user_options->username	0
TOP.5fa315d9.000e0518	user_options->veracrypt_pim_start	485
TOP.5fa315d9.000e0518	user_options->veracrypt_pim_stop	485
TOP.5fa315d9.000e0518	user_options->version	0
TOP.5fa315d9.000e0518	user_options->workload_profile	2
TOP.5fa315d9.000e0518	user_options->brain_client	0
TOP.5fa315d9.000e0518	user_options->brain_client_features	2
TOP.5fa315d9.000e0518	user_options->brain_server	0
TOP.5fa315d9.000e0518	user_options->brain_server_timer	300
TOP.5fa315d9.000e0518	user_options->brain_port	6863
TOP.5fa315d9.000e0518	user_options->brain_session	0
TOP.5fa315d9.000e0518	hashes->hashfile	C:\Users\Sebastián\Desktop\T4Cracker\archivos_hash\archivo_1
TOP.5fa315d9.000e0518	hashes->hashlist_mode	5
TOP.5fa315d9.000e0518	hashes->hashlist_format	0
TOP.5fa315d9.000e0518	hashes->hashes_cnt	0
TOP.5fa315d9.000e0518	hashes->digests_cnt	1000
TOP.5fa315d9.000e0518	hashes->digests_done	0
TOP.5fa315d9.000e0518	hashes->salts_cnt	1
TOP.5fa315d9.000e0518	hashes->salts_done	0
TOP.5fa315d9.000e0518	SUB.5fa315da.000279cc	START
TOP.5fa315d9.000e0518	SUB.5fa315da.000279cc	straight_ctx->dict	C:\Users\Sebastián\Desktop\T4Cracker\diccionarios\diccionario_2.dict
TOP.5fa315d9.000e0518	SUB.5fa315da.000279cc	runtime_start	1604523482
TOP.5fa315d9.000e0518	SUB.5fa315da.000279cc	runtime_stop	1604523486
TOP.5fa315d9.000e0518	SUB.5fa315da.000279cc	status-after-work	6
TOP.5fa315d9.000e0518	SUB.5fa315da.000279cc	STOP
TOP.5fa315d9.000e0518	proc_start	1604523481
TOP.5fa315d9.000e0518	proc_stop	1604523488
TOP.5fa315d9.000e0518	STOP
TOP.5fa3174c.0008db47	START
TOP.5fa3174c.0008db47	folder_config->cwd	C:\Users\Sebastián\Desktop\T4Cracker\hashcat-6.1.1
TOP.5fa3174c.0008db47	folder_config->install_dir	.
TOP.5fa3174c.0008db47	folder_config->profile_dir	.
TOP.5fa3174c.0008db47	folder_config->session_dir	.
TOP.5fa3174c.0008db47	folder_config->shared_dir	.
TOP.5fa3174c.0008db47	user_options->separator	:
TOP.5fa3174c.0008db47	user_options->encoding_from	utf-8
TOP.5fa3174c.0008db47	user_options->encoding_to	utf-8
TOP.5fa3174c.0008db47	user_options->outfile	C:\Users\Sebastián\Desktop\T4Cracker\exports\export_outfile_archivo_1
TOP.5fa3174c.0008db47	user_options->rule_buf_l	:
TOP.5fa3174c.0008db47	user_options->rule_buf_r	:
TOP.5fa3174c.0008db47	user_options->session	hashcat
TOP.5fa3174c.0008db47	user_options->limit	0
TOP.5fa3174c.0008db47	user_options->skip	0
TOP.5fa3174c.0008db47	user_options->attack_mode	0
TOP.5fa3174c.0008db47	user_options->benchmark	0
TOP.5fa3174c.0008db47	user_options->benchmark_all	0
TOP.5fa3174c.0008db47	user_options->bitmap_max	18
TOP.5fa3174c.0008db47	user_options->bitmap_min	16
TOP.5fa3174c.0008db47	user_options->debug_mode	0
TOP.5fa3174c.0008db47	user_options->example_hashes	0
TOP.5fa3174c.0008db47	user_options->force	0
TOP.5fa3174c.0008db47	user_options->hwmon_disable	0
TOP.5fa3174c.0008db47	user_options->hwmon_temp_abort	90
TOP.5fa3174c.0008db47	user_options->hash_mode	0
TOP.5fa3174c.0008db47	user_options->hex_charset	0
TOP.5fa3174c.0008db47	user_options->hex_salt	0
TOP.5fa3174c.0008db47	user_options->hex_wordlist	0
TOP.5fa3174c.0008db47	user_options->hook_threads	8
TOP.5fa3174c.0008db47	user_options->increment	0
TOP.5fa3174c.0008db47	user_options->increment_max	256
TOP.5fa3174c.0008db47	user_options->increment_min	1
TOP.5fa3174c.0008db47	user_options->keep_guessing	0
TOP.5fa3174c.0008db47	user_options->kernel_accel	0
TOP.5fa3174c.0008db47	user_options->kernel_loops	0
TOP.5fa3174c.0008db47	user_options->kernel_threads	0
TOP.5fa3174c.0008db47	user_options->keyspace	0
TOP.5fa3174c.0008db47	user_options->left	0
TOP.5fa3174c.0008db47	user_options->logfile_disable	0
TOP.5fa3174c.0008db47	user_options->loopback	0
TOP.5fa3174c.0008db47	user_options->machine_readable	0
TOP.5fa3174c.0008db47	user_options->markov_classic	0
TOP.5fa3174c.0008db47	user_options->markov_disable	0
TOP.5fa3174c.0008db47	user_options->markov_threshold	256
TOP.5fa3174c.0008db47	user_options->backend_info	0
TOP.5fa3174c.0008db47	user_options->backend_vector_width	0
TOP.5fa3174c.0008db47	user_options->optimized_kernel_enable	0
TOP.5fa3174c.0008db47	user_options->outfile_autohex	1
TOP.5fa3174c.0008db47	user_options->outfile_check_timer	5
TOP.5fa3174c.0008db47	user_options->outfile_format	3
TOP.5fa3174c.0008db47	user_options->wordlist_autohex_disable	0
TOP.5fa3174c.0008db47	user_options->potfile_disable	0
TOP.5fa3174c.0008db47	user_options->progress_only	0
TOP.5fa3174c.0008db47	user_options->quiet	0
TOP.5fa3174c.0008db47	user_options->remove	0
TOP.5fa3174c.0008db47	user_options->remove_timer	60
TOP.5fa3174c.0008db47	user_options->restore	0
TOP.5fa3174c.0008db47	user_options->restore_disable	0
TOP.5fa3174c.0008db47	user_options->restore_timer	60
TOP.5fa3174c.0008db47	user_options->rp_files_cnt	0
TOP.5fa3174c.0008db47	user_options->rp_gen	0
TOP.5fa3174c.0008db47	user_options->rp_gen_func_max	4
TOP.5fa3174c.0008db47	user_options->rp_gen_func_min	1
TOP.5fa3174c.0008db47	user_options->rp_gen_seed	0
TOP.5fa3174c.0008db47	user_options->runtime	0
TOP.5fa3174c.0008db47	user_options->scrypt_tmto	0
TOP.5fa3174c.0008db47	user_options->segment_size	33554432
TOP.5fa3174c.0008db47	user_options->self_test_disable	0
TOP.5fa3174c.0008db47	user_options->slow_candidates	0
TOP.5fa3174c.0008db47	user_options->show	0
TOP.5fa3174c.0008db47	user_options->speed_only	0
TOP.5fa3174c.0008db47	user_options->spin_damp	0
TOP.5fa3174c.0008db47	user_options->status	0
TOP.5fa3174c.0008db47	user_options->status_json	0
TOP.5fa3174c.0008db47	user_options->status_timer	10
TOP.5fa3174c.0008db47	user_options->stdout_flag	0
TOP.5fa3174c.0008db47	user_options->usage	0
TOP.5fa3174c.0008db47	user_options->username	0
TOP.5fa3174c.0008db47	user_options->veracrypt_pim_start	485
TOP.5fa3174c.0008db47	user_options->veracrypt_pim_stop	485
TOP.5fa3174c.0008db47	user_options->version	0
TOP.5fa3174c.0008db47	user_options->workload_profile	2
TOP.5fa3174c.0008db47	user_options->brain_client	0
TOP.5fa3174c.0008db47	user_options->brain_client_features	2
TOP.5fa3174c.0008db47	user_options->brain_server	0
TOP.5fa3174c.0008db47	user_options->brain_server_timer	300
TOP.5fa3174c.0008db47	user_options->brain_port	6863
TOP.5fa3174c.0008db47	user_options->brain_session	0
TOP.5fa3174c.0008db47	hashes->hashfile	C:\Users\Sebastián\Desktop\T4Cracker\archivos_hash\archivo_1
TOP.5fa3174c.0008db47	hashes->hashlist_mode	5
TOP.5fa3174c.0008db47	hashes->hashlist_format	0
TOP.5fa3174c.0008db47	hashes->hashes_cnt	0
TOP.5fa3174c.0008db47	hashes->digests_cnt	1000
TOP.5fa3174c.0008db47	hashes->digests_done	0
TOP.5fa3174c.0008db47	hashes->salts_cnt	1
TOP.5fa3174c.0008db47	hashes->salts_done	0
TOP.5fa3174c.0008db47	SUB.5fa3174c.000e0479	START
TOP.5fa3174c.0008db47	SUB.5fa3174c.000e0479	straight_ctx->dict	C:\Users\Sebastián\Desktop\T4Cracker\diccionarios\diccionario_2.dict
TOP.5fa3174c.0008db47	SUB.5fa3174c.000e0479	runtime_start	1604523852
TOP.5fa3174c.0008db47	SUB.5fa3174c.000e0479	runtime_stop	1604523857
TOP.5fa3174c.0008db47	SUB.5fa3174c.000e0479	status-after-work	6
TOP.5fa3174c.0008db47	SUB.5fa3174c.000e0479	STOP
TOP.5fa3174c.0008db47	proc_start	1604523852
TOP.5fa3174c.0008db47	proc_stop	1604523859
TOP.5fa3174c.0008db47	STOP
TOP.5fa3185f.000ba6fa	START
TOP.5fa3185f.000ba6fa	folder_config->cwd	C:\Users\Sebastián\Desktop\T4Cracker\hashcat-6.1.1
TOP.5fa3185f.000ba6fa	folder_config->install_dir	.
TOP.5fa3185f.000ba6fa	folder_config->profile_dir	.
TOP.5fa3185f.000ba6fa	folder_config->session_dir	.
TOP.5fa3185f.000ba6fa	folder_config->shared_dir	.
TOP.5fa3185f.000ba6fa	user_options->separator	:
TOP.5fa3185f.000ba6fa	user_options->encoding_from	utf-8
TOP.5fa3185f.000ba6fa	user_options->encoding_to	utf-8
TOP.5fa3185f.000ba6fa	user_options->outfile	C:\Users\Sebastián\Desktop\T4Cracker\exports\export_1
TOP.5fa3185f.000ba6fa	user_options->rule_buf_l	:
TOP.5fa3185f.000ba6fa	user_options->rule_buf_r	:
TOP.5fa3185f.000ba6fa	user_options->session	hashcat
TOP.5fa3185f.000ba6fa	user_options->limit	0
TOP.5fa3185f.000ba6fa	user_options->skip	0
TOP.5fa3185f.000ba6fa	user_options->attack_mode	0
TOP.5fa3185f.000ba6fa	user_options->benchmark	0
TOP.5fa3185f.000ba6fa	user_options->benchmark_all	0
TOP.5fa3185f.000ba6fa	user_options->bitmap_max	18
TOP.5fa3185f.000ba6fa	user_options->bitmap_min	16
TOP.5fa3185f.000ba6fa	user_options->debug_mode	0
TOP.5fa3185f.000ba6fa	user_options->example_hashes	0
TOP.5fa3185f.000ba6fa	user_options->force	0
TOP.5fa3185f.000ba6fa	user_options->hwmon_disable	0
TOP.5fa3185f.000ba6fa	user_options->hwmon_temp_abort	90
TOP.5fa3185f.000ba6fa	user_options->hash_mode	0
TOP.5fa3185f.000ba6fa	user_options->hex_charset	0
TOP.5fa3185f.000ba6fa	user_options->hex_salt	0
TOP.5fa3185f.000ba6fa	user_options->hex_wordlist	0
TOP.5fa3185f.000ba6fa	user_options->hook_threads	8
TOP.5fa3185f.000ba6fa	user_options->increment	0
TOP.5fa3185f.000ba6fa	user_options->increment_max	256
TOP.5fa3185f.000ba6fa	user_options->increment_min	1
TOP.5fa3185f.000ba6fa	user_options->keep_guessing	0
TOP.5fa3185f.000ba6fa	user_options->kernel_accel	0
TOP.5fa3185f.000ba6fa	user_options->kernel_loops	0
TOP.5fa3185f.000ba6fa	user_options->kernel_threads	0
TOP.5fa3185f.000ba6fa	user_options->keyspace	0
TOP.5fa3185f.000ba6fa	user_options->left	0
TOP.5fa3185f.000ba6fa	user_options->logfile_disable	0
TOP.5fa3185f.000ba6fa	user_options->loopback	0
TOP.5fa3185f.000ba6fa	user_options->machine_readable	0
TOP.5fa3185f.000ba6fa	user_options->markov_classic	0
TOP.5fa3185f.000ba6fa	user_options->markov_disable	0
TOP.5fa3185f.000ba6fa	user_options->markov_threshold	256
TOP.5fa3185f.000ba6fa	user_options->backend_info	0
TOP.5fa3185f.000ba6fa	user_options->backend_vector_width	0
TOP.5fa3185f.000ba6fa	user_options->optimized_kernel_enable	0
TOP.5fa3185f.000ba6fa	user_options->outfile_autohex	1
TOP.5fa3185f.000ba6fa	user_options->outfile_check_timer	5
TOP.5fa3185f.000ba6fa	user_options->outfile_format	3
TOP.5fa3185f.000ba6fa	user_options->wordlist_autohex_disable	0
TOP.5fa3185f.000ba6fa	user_options->potfile_disable	0
TOP.5fa3185f.000ba6fa	user_options->progress_only	0
TOP.5fa3185f.000ba6fa	user_options->quiet	0
TOP.5fa3185f.000ba6fa	user_options->remove	0
TOP.5fa3185f.000ba6fa	user_options->remove_timer	60
TOP.5fa3185f.000ba6fa	user_options->restore	0
TOP.5fa3185f.000ba6fa	user_options->restore_disable	0
TOP.5fa3185f.000ba6fa	user_options->restore_timer	60
TOP.5fa3185f.000ba6fa	user_options->rp_files_cnt	0
TOP.5fa3185f.000ba6fa	user_options->rp_gen	0
TOP.5fa3185f.000ba6fa	user_options->rp_gen_func_max	4
TOP.5fa3185f.000ba6fa	user_options->rp_gen_func_min	1
TOP.5fa3185f.000ba6fa	user_options->rp_gen_seed	0
TOP.5fa3185f.000ba6fa	user_options->runtime	0
TOP.5fa3185f.000ba6fa	user_options->scrypt_tmto	0
TOP.5fa3185f.000ba6fa	user_options->segment_size	33554432
TOP.5fa3185f.000ba6fa	user_options->self_test_disable	0
TOP.5fa3185f.000ba6fa	user_options->slow_candidates	0
TOP.5fa3185f.000ba6fa	user_options->show	0
TOP.5fa3185f.000ba6fa	user_options->speed_only	0
TOP.5fa3185f.000ba6fa	user_options->spin_damp	0
TOP.5fa3185f.000ba6fa	user_options->status	0
TOP.5fa3185f.000ba6fa	user_options->status_json	0
TOP.5fa3185f.000ba6fa	user_options->status_timer	10
TOP.5fa3185f.000ba6fa	user_options->stdout_flag	0
TOP.5fa3185f.000ba6fa	user_options->usage	0
TOP.5fa3185f.000ba6fa	user_options->username	0
TOP.5fa3185f.000ba6fa	user_options->veracrypt_pim_start	485
TOP.5fa3185f.000ba6fa	user_options->veracrypt_pim_stop	485
TOP.5fa3185f.000ba6fa	user_options->version	0
TOP.5fa3185f.000ba6fa	user_options->workload_profile	2
TOP.5fa3185f.000ba6fa	user_options->brain_client	0
TOP.5fa3185f.000ba6fa	user_options->brain_client_features	2
TOP.5fa3185f.000ba6fa	user_options->brain_server	0
TOP.5fa3185f.000ba6fa	user_options->brain_server_timer	300
TOP.5fa3185f.000ba6fa	user_options->brain_port	6863
TOP.5fa3185f.000ba6fa	user_options->brain_session	0
TOP.5fa3185f.000ba6fa	hashes->hashfile	C:\Users\Sebastián\Desktop\T4Cracker\archivos_hash\archivo_1
TOP.5fa3185f.000ba6fa	hashes->hashlist_mode	5
TOP.5fa3185f.000ba6fa	hashes->hashlist_format	0
TOP.5fa3185f.000ba6fa	hashes->hashes_cnt	0
TOP.5fa3185f.000ba6fa	hashes->digests_cnt	1000
TOP.5fa3185f.000ba6fa	hashes->digests_done	0
TOP.5fa3185f.000ba6fa	hashes->salts_cnt	1
TOP.5fa3185f.000ba6fa	hashes->salts_done	0
TOP.5fa3185f.000ba6fa	SUB.5fa3185f.000f2d40	START
TOP.5fa3185f.000ba6fa	SUB.5fa3185f.000f2d40	straight_ctx->dict	C:\Users\Sebastián\Desktop\T4Cracker\diccionarios\diccionario_2.dict
TOP.5fa3185f.000ba6fa	SUB.5fa3185f.000f2d40	runtime_start	1604524128
TOP.5fa3185f.000ba6fa	SUB.5fa3185f.000f2d40	runtime_stop	1604524132
TOP.5fa3185f.000ba6fa	SUB.5fa3185f.000f2d40	status-after-work	6
TOP.5fa3185f.000ba6fa	SUB.5fa3185f.000f2d40	STOP
TOP.5fa3185f.000ba6fa	proc_start	1604524127
TOP.5fa3185f.000ba6fa	proc_stop	1604524134
TOP.5fa3185f.000ba6fa	STOP
TOP.5fa31acc.00062e1f	START
TOP.5fa31acc.00062e1f	folder_config->cwd	C:\Users\Sebastián\Desktop\T4Cracker\hashcat-6.1.1
TOP.5fa31acc.00062e1f	folder_config->install_dir	.
TOP.5fa31acc.00062e1f	folder_config->profile_dir	.
TOP.5fa31acc.00062e1f	folder_config->session_dir	.
TOP.5fa31acc.00062e1f	folder_config->shared_dir	.
TOP.5fa31acc.00062e1f	user_options->separator	:
TOP.5fa31acc.00062e1f	user_options->encoding_from	utf-8
TOP.5fa31acc.00062e1f	user_options->encoding_to	utf-8
TOP.5fa31acc.00062e1f	user_options->outfile	C:\Users\Sebastián\Desktop\T4Cracker\exports\export_test_1
TOP.5fa31acc.00062e1f	user_options->rule_buf_l	:
TOP.5fa31acc.00062e1f	user_options->rule_buf_r	:
TOP.5fa31acc.00062e1f	user_options->session	hashcat
TOP.5fa31acc.00062e1f	user_options->limit	0
TOP.5fa31acc.00062e1f	user_options->skip	0
TOP.5fa31acc.00062e1f	user_options->attack_mode	0
TOP.5fa31acc.00062e1f	user_options->benchmark	0
TOP.5fa31acc.00062e1f	user_options->benchmark_all	0
TOP.5fa31acc.00062e1f	user_options->bitmap_max	18
TOP.5fa31acc.00062e1f	user_options->bitmap_min	16
TOP.5fa31acc.00062e1f	user_options->debug_mode	0
TOP.5fa31acc.00062e1f	user_options->example_hashes	0
TOP.5fa31acc.00062e1f	user_options->force	0
TOP.5fa31acc.00062e1f	user_options->hwmon_disable	0
TOP.5fa31acc.00062e1f	user_options->hwmon_temp_abort	90
TOP.5fa31acc.00062e1f	user_options->hash_mode	0
TOP.5fa31acc.00062e1f	user_options->hex_charset	0
